Collection Number,File name,Folder Number,Folder Title,Item Title,Text on Back of Photo,notes,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_026,3,Music Opera (mostly),Various shots of the Madame Butterfly Opera,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_027,3,Music Opera (mostly),Various shots of the Madame Butterfly Opera,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_028,3,Music Opera (mostly),Various shots of the Madame Butterfly Opera,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_029,3,Music Opera (mostly),Various shots of the Madame Butterfly Opera,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_030,3,Music Opera (mostly),Two actors in Romeo ad Juliet outlined in pen with a paper taped over it,8961/30  115  28-B,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_031,3,Music Opera (mostly),Frank Sinatra and an opera student holding an announcement card at an award ceremony,"[Label on sleeve: Music-Voice Opera-Awards]  In Opera section, some award being given?  #17  Frank Sinatra",,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_032,3,Music Opera (mostly),Frank Sinatra and an opera student holding an announcement card at an award ceremony,[Label on sleeve: Music-Voice Opera-Awards]  Frank Sinatra,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_033,3,Music Opera (mostly),Conductor leading the opera during a performance,184b   #37,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_034,3,Music Opera (mostly),Actress singing a song during an opera performance,203 #6,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_035,3,Music Opera (mostly),Conductor in action during a performance,203,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_036,3,Music Opera (mostly),Actors performing a scene during an opera performance,185  #3,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_037,3,Music Opera (mostly),Side view of an opera scene,203  #32  [Label on sleeve: Music-Scarlatti Opera],,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_038,3,Music Opera (mostly),Two opera singers during a scene from Scarlatti Opera,203   [Label on sleeve: Music-Scarlatti Opera],,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_039,3,Music Opera (mostly),Two opera singers during a scene from Scarlatti Opera,203  [Label on sleeve: Music-Scarlatti Opera],,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_040,3,Music Opera (mostly),Opera singer during the Scarlatti Opera,203  #3   [Label on sleeve: Music-Scarlatti Opera],,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_041,3,Music Opera (mostly),Opera singer during a scene from Scarlatti Opera,[Label on sleeve: Music-Scarlatti Opera],,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_042,3,Music Opera (mostly),Four opera performers during a scene from Scarlatti Opera,[Label on sleeve: Music-Scarlatti Opera],,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_043,3,Music Opera (mostly),Two actors performing a scene during Scarlatti Opera,[Label on sleeve: Music-Scarlatti Opera]  Opera Workshop  Virginia Eubanks College of Fine Arts A265 Murphy Hall Campus ,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_044,3,Music Opera (mostly),Two actors performing a scene during Scarlatti Opera,65 p28  Virginia Eubanks College of Fine Arts A265 Murphy Hall Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_045,3,Music Opera (mostly),Actor performing a scene on stage,203 #41,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_046,3,Music Opera (mostly),Actress performing a scene on stage during a play,203,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_047,3,Music Opera (mostly),Musician playing the piano during an opera performance,184 #38,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_048,3,Music Opera (mostly),Two opera singers performing a scene during Scarlatti Opera,[Label on sleeve: Music-Scarlatti Opera]   203  #6,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_049,3,Music Opera (mostly),Two actresses performing a scene in Scarlatti Opera,[Label on sleeve: Music-Scarlatti Opera]   203,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_050,3,Music Opera (mostly),Actor singing during a scene from Scarlatti Opera,[Label on sleeve: Music-Scarlatti Opera]   203   #42,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_051,3,Music Opera (mostly),Musician at the piano playing during the Scarlatti Opera,[Label on sleeve: Music-Scarlatti Opera]    203  #8,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_052,3,Music Opera (mostly),"Two performers during the La Boheme Dress rehearsal, 1978",[Label on sleeve: Music-La Boheme Dress Rehearsal  1978]  3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_053,3,Music Opera (mostly),"Two performers during the La Boheme Dress rehearsal, 1978",[Label on sleeve: Music-La Boheme Dress Rehearsal  1978]  3-12,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_054,3,Music Opera (mostly),"Two actors practicing a scene during the La Boheme Dress rehearsal, 1978",[Label on sleeve: Music-La Boheme Dress Rehearsal  1978]  3-6,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_055,3,Music Opera (mostly),"Actors practicing a scene during the La Boheme Dress rehearsal, 1978",[Label on sleeve: Music-La Boheme Dress Rehearsal  1978]  Virginia Eubanks College of Fine Arts A265 Murphy Hall Campus  J-11,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_056,3,Music Opera (mostly),"Actors practicing a scene during the La Boheme Dress rehearsal, 1978",[Label on sleeve: Music-La Boheme Dress Rehearsal  1978]  3-11,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_057,3,Music Opera (mostly),"Actors practicing a scene during the La Boheme Dress rehearsal, 1978",[Label on sleeve: Music-La Boheme Dress Rehearsal  1978]  3-4  Virginia Eubanks College of Fine Arts A265 Murphy Hall Campus ,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_058,3,Music Opera (mostly),Actor practicing a scene during the La Boheme Dress rehearsal,[Label on sleeve: Music-La Boheme Dress Rehearsal  1978]  3-4  Virginia Eubanks College of Fine Arts A265 Murphy Hall Campus ,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_059,3,Music Opera (mostly),"Actors practicing a scene during the La Boheme Dress rehearsal, 1978",[Label on sleeve: Music-La Boheme Dress Rehearsal  1978]  3-11,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_060,3,Music Opera (mostly),"Actors practicing a scene during the La Boheme Dress rehearsal, 1978",[Label on sleeve: Music-La Boheme Dress Rehearsal  1978]  3-4,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_061,3,Music Opera (mostly),"Actress practicing a scene during theLa Boheme Dress rehearsal, 1978",[Label on sleeve: Music-La Boheme Dress Rehearsal  1978]  3-4  Virginia Eubanks College of Fine Arts A265 Murphy Hall Campus ,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_062,3,Music Opera (mostly),"Actors practicing a scene during the La Boheme Dress rehearsal, 1978",[Label on sleeve: Music-La Boheme Dress Rehearsal  1978]  3-4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_063,3,Music Opera (mostly),"Actors practicing a scene during the La Boheme Dress rehearsal, 1978",[Label on sleeve: Music-La Boheme Dress Rehearsal  1978]  3-4  Virginia Eubanks College of Fine Arts A265 Murphy Hall Campus ,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_064,3,Music Opera (mostly),"Two actors practice a scene during La Boheme dress rehearsal, 1978",[Label on sleeve: Music-La Boheme Dress Rehearsal  1978]  3-11 Virginia Eubanks College of Fine Arts A265 Murphy Hall Campus ,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_065,3,Music Opera (mostly),"Actors practicing a scene during the La Boheme Dress rehearsal, 1978",[Label on sleeve: Music-La Boheme Dress Rehearsal  1978]  3-11 Virginia Eubanks College of Fine Arts A265 Murphy Hall Campus ,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_068,3,Music Opera (mostly),"Two actors performing a scene from Omaggio a Giorgione, June 8, 1978",[Label on sleeve: Music-Omaggio a Giorgione 6/8/78] 121  Omaggio a Giorgionne  6-8-78,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_069,3,Music Opera (mostly),"Actor takes front and center  with other actors in the background performing a scene from omaggio a Giorgione, June 8, 1978",[Label on sleeve: Music-Omaggio a Giorgione 6/8/78] 121  Omaggio a Giorgionne  6-8-78,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_070,3,Music Opera (mostly),"Actor sings during a scene from Omaggio a Giorgione, June 8, 1978",[Label on sleeve: Music-Omaggio a Giorgione 6/8/78] 121  Omaggio a Giorgionne  6-8-78,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_071,3,Music Opera (mostly),"Actor plays on a musical instrument during a scene from Omaggio a Giorgione, June 8, 1978",[Label on sleeve: Music-Omaggio a Giorgione 6/8/78] 121  Omaggio a Giorgionne  6-8-78,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_072,3,Music Opera (mostly),"Two actors sing during a scene from Omaggio a Giorgione, June 8, 1978",[Label on sleeve: Music-Omaggio a Giorgione 6/8/78] 121  Omaggio a Giorgionne  6-8-78,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_073,3,Music Opera (mostly),"Actor sings during a scene from Omaggio a Giorgione with a view of other actors in the background, June 8, 1978",[Label on sleeve: Music-Omaggio a Giorgione 6/8/78] 121  Omaggio a Giorgionne  6-8-78,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_074,3,Music Opera (mostly),"Three actors sing during a scene fro Omaggio a Giorgione, June 8, 1978",[Label on sleeve: Music-Omaggio a Giorgione 6/8/78] 121  Omaggio a Giorgionne  6-8-78,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_075,3,Music Opera (mostly),"Actor makes a gesture during a scene from Omaggio a Giorgione, June 8, 1978",[Label on sleeve: Music-Omaggio a Giorgione 6/8/78] 121  Omaggio a Giorgionne  6-8-78,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_076,3,Music Opera (mostly),"Actress looks out at the audience during a scene from Omaggio a Giorgione, June 8, 1978",[Label on sleeve: Music-Omaggio a Giorgione 6/8/78] 121  Omaggio a Giorgionne  6-8-78,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_077,3,Music Opera (mostly),"Actor looks down at a prop during a scene from Omaggio a Giorgione, June 8, 1978",[Label on sleeve: Music-Omaggio a Giorgione 6/8/78] 121  Omaggio a Giorgionne  6-8-78,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_078,3,Music Opera (mostly),"Actor strums a musical instrument during a scene from Omaggio a Giorgionne, June 8, 1978",[Label on sleeve: Music-Omaggio a Giorgione 6/8/78] 121  Omaggio a Giorgionne  6-8-78,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_079,3,Music Opera (mostly),"Two actors hold books and sing during a scene from Omaggio a Giorgionne, June 8, 1978",[Label on sleeve: Music-Omaggio a Giorgione 6/8/78] 121  Omaggio a Giorgionne  6-8-78,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_080,3,Music Opera (mostly),"Three actors look into the audience while a fourth actor sings during a scene from Omaggio a Giorgionne, June 8, 1978",[Label on sleeve: Music-Omaggio a Giorgione 6/8/78] 121  Omaggio a Giorgionne  6-8-78,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_081,3,Music Opera (mostly),"Actresses putting on make up in preparation for perfrming in Cosi Fan Tuttio Opera, 1978",[Label on sleeve: Music-Cosi Fan Tutti Opera 1978]  p 13  Virginia Eubanks College of Fine Arts A265 Murphy Hall Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_082,3,Music Opera (mostly),"Actor puts on make up in preparation for Cosi Fan Tutti Opera, 1978",[Label on sleeve: Music-Cosi Fan Tutti Opera 1978]  p 13  Virginia Eubanks College of Fine Arts A265 Murphy Hall Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_083,3,Music Opera (mostly),"A woman assists an actor with her costume in preparation for Cosi Fan Tutti Opera, 1978",[Label on sleeve: Music-Cosi Fan Tutti Opera 1978]  p 13  Virginia Eubanks College of Fine Arts A265 Murphy Hall Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_084,3,Music Opera (mostly),"Costume assistant helps actresses with their costumes in preparation for Cosi Fan Tutti Opera, 1978",[Label on sleeve: Music-Cosi Fan Tutti Opera 1978]  p 13  Virginia Eubanks College of Fine Arts A265 Murphy Hall Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_085,3,Music Opera (mostly),"Two actors talk with each other in front of the make up mirror while preparing for Cosi Fan Tutti Opera, 1978",[Label on sleeve: Music-Cosi Fan Tutti Opera 1978]  p 13  Virginia Eubanks College of Fine Arts A265 Murphy Hall Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_086,3,Music Opera (mostly),"Two actors examine their costume while preparing for Cosi Fan Tuttio Opera, 1978",[Label on sleeve: Music-Cosi Fan Tutti Opera 1978]  p 13  Virginia Eubanks College of Fine Arts A265 Murphy Hall Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_087,3,Music Opera (mostly),"One actress helps an actor with his make up in preparation for Cosi Fan Tutti Opera, 1978",[Label on sleeve: Music-Cosi Fan Tutti Opera 1978]  p 13  Virginia Eubanks College of Fine Arts A265 Murphy Hall Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_088,3,Music Opera (mostly),"Actor holds a prop in a classroom while practicing for the Cosi Fan Tutti Opera, 1978",[Label on sleeve: Music-Cosi Fan Tutti Opera 1978]  p 13  Virginia Eubanks College of Fine Arts A265 Murphy Hall Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_089,3,Music Opera (mostly),"Two actors pose in finished costumens and make up before performing in Cosi Fan Tutti Opera, 1978",[Label on sleeve: Music-Cosi Fan Tutti Opera 1978]  p 13  Virginia Eubanks College of Fine Arts A265 Murphy Hall Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_090,3,Music Opera (mostly),"Actress examines her costume before performing in Cosi Fan Tutti Opera, 1978",[Label on sleeve: Music-Cosi Fan Tutti Opera 1978]  p 13  Virginia Eubanks College of Fine Arts A265 Murphy Hall Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_091,3,Music Opera (mostly),"Actress exits a room in full costume before performing in Cosi Fan Tutti Opera, 1978",[Label on sleeve: Music-Cosi Fan Tutti Opera 1978]  p 13  Virginia Eubanks College of Fine Arts A265 Murphy Hall Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_092,3,Music Opera (mostly),"Two actors greet each other on stage while performing a scene from La Traviata Opera, 1979",[Label on sleeve: Music-La Traviata Opera 1979]  R 2   Virginia Eubanks College of Fine Arts A265 Murphy Hall Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_093,3,Music Opera (mostly),"Opera singers during a scene from La Traviata Opera, 1979",[Label on sleeve: Music-La Traviata Opera 1979] 2P,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_097,3,Music Opera (mostly),"Actors on stage during the performance of La Traviata Opera, 1979",[Label on sleeve: Music-La Traviata Opera 1979],,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_098,3,Music Opera (mostly),"Two actors greet each other in preparation of performing La Traviata Opera, 1979",[Label on sleeve: Music-La Traviata Opera 1979]  23,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_099,3,Music Opera (mostly),"Three actors performing a scene fromLa traviata Opera, 1979",[Label on sleeve: Music-La Traviata Opera 1979]  14a,uclalsc_uars100_003_094.tif,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_003_100,3,Music Opera (mostly),"Actors performing a scene on stage during La Traviata Opera, 1979",[Label on sleeve: Music-La Traviata Opera 1979],,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_004_001,4,Music Instrumental ,Donn Weiss conduct studets playing Redetsky in Schoenberg Aud.,[Label on sleeve: Music Tom Harmon Playing Redetsky in Schoenberg Aud. Donn Weiss Conducting (formal choral dir)]  78Duo,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_004_002,4,Music Instrumental ,Donn Weiss conduct studets playing Redetsky in Schoenberg Aud.,[Label on sleeve: Music Tom Harmon Playing Redetsky in Schoenberg Aud. Donn Weiss Conducting (formal choral dir)]  cover - Grad music  brochure  +(if room) third priority choice undergrad brochure  108 Duo,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_004_003,4,Music Instrumental ,Various shots of Tom Harmon teaching organ to the students ,Fine Arts  Roll #1  Nowak Organ in Organ Studio Tom Harmon teaching organ student  Music,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_004_004,4,Music Instrumental ,Student of the Jazz Ensemble plays the piano,[Label on sleeve: Music-Jazz Ensemble] 31  Virginia Eubanks College of Fine Arts A265 Murphy Hall Campus 13,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_004_005,4,Music Instrumental ,Students of the Jazz Ensemble performing a piece of music,[Label on sleeve: Music-Jazz Ensemble] 31  Virginia Eubanks College of Fine Arts A265 Murphy Hall Campus 19,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_004_006,4,Music Instrumental ,Baritone saxophone player of the Jazz Ensemble performing a song with a view of other musicians in the background,[Label on sleeve: Music-Jazz Ensemble] 31  Virginia Eubanks College of Fine Arts A265 Murphy Hall Campus 16,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_004_007,4,Music Instrumental ,"Conductor with his back turned, leading the jazz ensemble in a performance outside",[Label on sleeve: Music-Jazz Ensemble] 41  Virginia Eubanks College of Fine Arts A265 Murphy Hall Campus 4  10,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_004_008,4,Music Instrumental ,Various members of the jazz ensemble in the middle of playing a song,[Label on sleeve: Music-Jazz Ensemble] 31  Virginia Eubanks College of Fine Arts A265 Murphy Hall Campus 4,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_004_009,4,Music Instrumental ,View from behind the drummer of the Jazz Ensemble during a performance,[Label on sleeve: Music-Jazz Ensemble] 31  Virginia Eubanks College of Fine Arts A265 Murphy Hall Campus  12,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_004_010,4,Music Instrumental ,Member of the Jazz Ensemble playing the flue with a clarinet resting on her knee during a practice,[Label on sleeve: Music-Jazz Ensemble] 35  Virginia Eubanks College of Fine Arts A265 Murphy Hall Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_004_011,4,Music Instrumental ,One bass player plucks his guitar while a guitar play sits with his guitar during a Jazz Ensemble performance,[Label on sleeve: Music-Jazz Ensemble] 31  Virginia Eubanks College of Fine Arts A265 Murphy Hall Campus  2,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_004_012,4,Music Instrumental ,"Various shots of the Woodwind Ensemble during a performance, November 15, 1995",Arts & Architecture Woodwind Ensemble 11-15-95  ASUCLA PHOTO DEPT. Room 2414 Ackerman Union Campus 164006  ASUCLA Photo By Scott Quintard,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_004_013,4,Music Instrumental ,The Jazz Ensemble practice during rehearsal,[Label on sleeve: Music-Jazz Ensemble Rehearsal]  J-72  Jazz Ensemble Rehearsal  Virginia Eubanks College of Fine Arts A265 Murphy Hall Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_004_014,4,Music Instrumental ,"Man, possibly the conductor, stands in front of the Jazz Ensemble during a performance",20a Virginia Eubanks College of Fine Arts A265 Murphy Hall Campus 31,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS100,uclalsc_uars100_004_015,4,Music Instrumental ,"Man, possibly the conductor, stands in front of the Jazz Ensemble during a performance",20 Virginia Eubanks College of Fine Arts A265 Murphy Hall Campus 31,,,,,,,,,,,,,,,,,,,,,,,,,,,
